Trader,Asset Name,Status,Trade Type,Payout,Investment,Trader Profit,Trading Strike,Close Strike,Trading Time,Close Time
trader C,EUR/USD,Closed,Put,1.85,2000,1700,1.08817,1.08716,2020-05-12 13:15:29.520,2020-05-12 13:20:00.000
trader C,USD/JPY,Closed,Call,1.85,1000,850,107.927,107.942,2020-04-03 04:45:07.920,2020-04-03 04:50:07.920
trader C,GBP/JPY,Closed,Call,1.85,8400,-8400,140.417,140.412,2019-11-06 01:09:59.810,2019-11-06 01:14:59.810
trader C,NZD/JPY,Sold,Call,1.88,1000,773.9197,67.715,67.765,2019-09-24 18:06:38.060,2019-09-24 18:12:22.423
trader C,USD/JPY,Sold,Call,1.88,2000,750.5529,108.725,108.735,2019-10-16 15:40:10.560,2019-10-16 15:42:45.557
trader C,GBP/JPY,Closed,Call,1.88,21000,18480,124.228,125.378,2020-03-18 16:56:53.580,2020-03-18 17:05:00.000
trader C,EUR/AUD,Closed,Put,1.85,1000,850,1.55781,1.55727,2021-04-22 12:18:14.820,2021-04-22 12:30:00.000
trader C,USD/CAD,Closed,Put,1.88,5000,-5000,1.3267,1.32697,2020-02-18 09:03:55.460,2020-02-18 09:15:00.000
trader C,USD/CHF,Closed,Put,1.85,5000,4250,0.97184,0.97177,2020-05-18 23:20:00.090,2020-05-18 23:25:00.000
trader C,EUR/AUD,Closed,Put,1.85,5000,4250,1.72613,1.72548,2020-04-21 09:35:42.640,2020-04-21 09:40:00.000
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.17513,1.17508,2020-11-11 14:58:16.470,2020-11-11 15:05:00.000
trader C,USD/JPY,Closed,Put,2.3,3000,3900,108.627,108.624,2021-03-24 00:54:38.790,2021-03-24 00:55:08.790
trader C,EUR/USD,Closed,Put,1.88,20000,-20000,1.11577,1.11584,2020-03-05 09:29:53.580,2020-03-05 09:35:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,108.002,108.012,2021-04-26 11:53:15.290,2021-04-26 12:00:00.000
trader C,GOLD,Closed,Call,1.88,10000,-10000,1596.59,1587.91,2020-02-28 15:36:06.410,2020-02-28 15:40:00.000
trader C,AUD/JPY,Closed,Put,1.9,1000,900,70.963,70.959,2020-05-27 15:24:02.360,2020-05-27 15:27:02.360
trader C,GBP/JPY,Sold,Put,1.85,1000,80.7799,132.909,132.885,2020-04-01 15:07:50.670,2020-04-01 15:08:05.593
trader C,AUD/JPY,Closed,Call,1.88,1000,-1000,73.159,73.159,2019-10-16 11:55:01.740,2019-10-16 12:00:00.000
trader C,USD/JPY,Closed,Call,1.85,10000,8500,107.589,107.609,2020-04-23 08:10:01.260,2020-04-23 08:15:00.000
trader C,EUR/JPY,Closed,Put,1.85,2000,1700,120.474,120.468,2019-11-12 05:44:59.450,2019-11-12 05:44:59.450
trader C,USD/JPY,Sold,Put,1.85,8000,-4877.19,107.807,107.812,2020-05-20 03:44:10.020,2020-05-20 03:47:36.640
trader C,USD/JPY,Closed,Put,1.85,2000,1700,107.545,107.519,2020-05-12 01:37:01.050,2020-05-12 01:42:01.050
trader C,EUR/USD,Closed,Put,1.95,1000,-1000,1.10988,1.11,2019-12-05 16:06:59.050,2019-12-05 16:07:59.050
trader C,AUD/JPY,Closed,Put,1.85,1000,-1000,83.817,83.825,2021-04-07 11:25:02.970,2021-04-07 11:30:00.000
trader C,USD/JPY,Closed,Put,1.85,4000,-4000,107.789,107.803,2020-05-20 03:36:06.290,2020-05-20 03:41:06.290
trader C,AUD/USD,Closed,Put,1.9,1000,900,0.6995,0.69946,2020-06-09 05:54:43.990,2020-06-09 05:57:43.990
trader C,EUR/JPY,Closed,Put,1.9,1000,-1000,119.185,119.191,2020-05-28 16:14:01.080,2020-05-28 16:17:01.080
trader C,USD/JPY,Closed,Call,1.88,2000,-2000,108.627,108.626,2019-10-16 00:39:59.450,2019-10-16 00:39:59.450
trader C,EUR/USD,Closed,Put,1.9,1000,-1000,1.12441,1.12447,2020-06-03 16:10:24.020,2020-06-03 16:13:24.020
trader C,AUD/USD,Closed,Put,1.9,3000,-3000,0.63074,0.63086,2020-04-16 01:39:00.610,2020-04-16 01:40:00.610
trader C,GOLD,Closed,Put,1.85,1000,850,1707.29,1706.58,2020-05-04 09:11:49.650,2020-05-04 09:15:00.000
trader C,EUR/JPY,Closed,Put,1.85,8000,-8000,119.558,119.563,2019-11-14 23:54:59.660,2019-11-14 23:59:59.660
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.77255,0.77294,2021-02-10 17:25:04.600,2021-02-10 17:28:04.600
trader A,BITCOIN,Closed,Call,2.05,3500,3675,34955.5,34969.8,2021-06-21 02:49:36.320,2021-06-21 02:52:36.320
trader C,GBP/JPY,Closed,Put,1.95,1000,-1000,135.071,135.152,2019-09-17 14:41:00.400,2019-09-17 14:42:00.400
trader C,EUR/GBP,Closed,Put,1.85,1000,850,0.88017,0.88013,2020-05-04 08:59:37.000,2020-05-04 09:05:00.000
trader C,USD/JPY,Closed,Call,1.9,4000,-4000,107.733,107.717,2020-05-20 03:03:04.560,2020-05-20 03:06:04.560
trader C,USD/JPY,Closed,Put,1.9,1000,900,106.343,106.32,2020-05-07 07:19:03.210,2020-05-07 07:22:03.210
trader C,USD/JPY,Closed,Put,1.85,1000,850,104.717,104.68,2020-11-24 14:10:07.200,2020-11-24 14:15:00.000
trader C,NZD/JPY,Closed,Call,1.95,1000,950,68.872,68.876,2019-09-16 05:53:01.200,2019-09-16 05:54:01.200
trader C,USD/JPY,Closed,Put,1.9,1000,900,106.911,106.898,2020-05-14 03:02:04.540,2020-05-14 03:05:04.540
trader C,GBP/JPY,Closed,Put,1.85,5000,-5000,133.463,133.516,2020-04-28 07:55:01.190,2020-04-28 08:00:00.000
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.7744,0.77477,2021-03-15 23:01:00.800,2021-03-15 23:06:00.800
trader C,GBP/AUD,Closed,Call,1.85,6000,-6000,1.78389,1.78384,2021-02-23 17:10:13.250,2021-02-23 17:15:00.000
trader C,NZD/JPY,Closed,Call,1.85,5000,4250,64.279,64.355,2020-05-06 08:35:27.140,2020-05-06 08:40:00.000
trader C,EUR/USD,Closed,Call,1.9,1000,900,1.13824,1.13833,2020-07-17 06:12:00.730,2020-07-17 06:15:00.730
trader A,BITCOIN,Closed,Call,2.05,2657,-2657,35556.2,35440.1,2021-06-21 00:04:29.560,2021-06-21 00:07:29.560
trader A,BITCOIN,Closed,Put,2.05,2405,2525.25,35663.4,35620.3,2021-06-20 23:52:31.790,2021-06-20 23:55:31.790
trader C,USD/JPY,Sold,Put,1.85,1000,-562.744,103.834,103.845,2020-11-23 07:13:22.610,2020-11-23 07:14:04.750
trader C,USD/JPY,Closed,Put,1.85,1000,850,108.996,108.973,2021-03-18 19:02:43.230,2021-03-18 19:05:00.000
trader C,EUR/JPY,Sold,Call,1.85,1000,-577.559,122.201,122.18,2020-06-09 15:46:12.860,2020-06-09 15:46:35.587
trader A,BITCOIN,Closed,Put,2.05,2890,-2890,35647.8,35695.5,2021-06-20 23:49:05.720,2021-06-20 23:52:05.720
trader C,GBP/JPY,Closed,Put,1.9,1000,900,137.545,137.536,2020-06-09 02:52:23.070,2020-06-09 02:55:23.070
trader C,EUR/JPY,Closed,Put,1.85,1000,850,118.404,118.373,2020-04-08 04:30:03.340,2020-04-08 04:35:00.000
trader C,AUD/USD,Closed,Call,1.95,1000,950,0.685,0.68514,2019-09-17 01:36:30.960,2019-09-17 01:37:30.960
trader C,GBP/JPY,Closed,Call,1.85,1500,-1500,140.001,139.998,2019-10-30 00:20:03.250,2019-10-30 00:25:03.250
trader C,NZD/JPY,Sold,Put,1.85,1000,-35.9671,72.498,72.489,2020-11-11 03:28:32.950,2020-11-11 03:30:01.807
trader C,USD/JPY,Closed,Put,1.85,1000,850,104.552,104.536,2021-02-09 15:21:58.770,2021-02-09 15:26:58.770
trader C,AUD/JPY,Closed,Put,1.85,5000,-5000,67.719,67.739,2020-04-21 17:00:05.290,2020-04-21 17:05:00.000
trader C,AUD/USD,Closed,Call,1.88,20000,-20000,0.60046,0.60019,2020-03-18 06:04:41.840,2020-03-18 06:10:00.000
trader C,EUR/JPY,Sold,Call,1.85,1000,-402.831,116.772,116.752,2020-04-02 18:20:55.180,2020-04-02 18:23:54.460
trader C,USD/JPY,Closed,Put,2.3,1000,-1000,110.619,110.637,2021-04-05 00:54:53.960,2021-04-05 00:55:23.960
trader C,USD/JPY,Closed,Put,1.9,8000,-8000,107.798,107.803,2020-05-20 03:40:11.010,2020-05-20 03:43:11.010
trader C,USD/JPY,Closed,Put,1.95,1000,-1000,108.554,108.56,2019-11-22 12:41:00.910,2019-11-22 12:42:00.910
trader C,GBP/USD,Sold,Call,1.88,1000,460.4864,1.23514,1.23548,2019-09-26 06:56:04.020,2019-09-26 07:00:41.290
trader C,USD/CHF,Closed,Call,1.85,1000,850,0.91493,0.91512,2021-04-19 23:11:20.680,2021-04-19 23:20:00.000
trader C,NZD/USD,Closed,Call,1.85,10000,-10000,0.59792,0.59751,2020-04-15 12:19:48.910,2020-04-15 12:25:00.000
trader A,BITCOIN,Closed,Put,2.05,4528,4754.4,37654.5,37650.3,2021-06-18 02:37:44.560,2021-06-18 02:40:44.560
trader C,EUR/JPY,Closed,Put,1.85,1000,850,130.492,130.446,2021-04-16 08:01:26.790,2021-04-16 08:10:00.000
trader C,CAD/JPY,Sold,Call,1.85,1000,-678.407,80.783,80.78,2020-12-02 19:10:00.930,2020-12-02 19:13:54.080
trader C,EUR/JPY,Closed,Put,1.9,1000,-1000,128.507,128.52,2021-03-01 11:59:00.120,2021-03-01 12:00:00.120
trader C,USD/JPY,Closed,Put,1.9,1000,900,106.921,106.919,2020-05-14 01:12:04.570,2020-05-14 01:15:04.570
trader C,USD/CHF,Closed,Put,1.85,1000,-1000,0.91339,0.91356,2021-04-26 06:31:59.220,2021-04-26 06:35:00.000
trader C,USD/JPY,Sold,Put,1.9,1000,-227.308,106.485,106.496,2020-08-14 13:57:01.330,2020-08-14 13:58:53.027
trader C,GBP/JPY,Sold,Call,1.85,1000,-604.126,136.032,136.016,2020-07-22 13:15:01.250,2020-07-22 13:18:53.467
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.77214,0.77232,2021-04-18 23:01:28.760,2021-04-18 23:06:28.760
trader C,USD/CHF,Closed,Put,1.85,1000,850,0.97265,0.9726,2020-05-15 14:56:03.650,2020-05-15 15:00:00.000
trader C,AUD/USD,Closed,Put,1.9,1000,-1000,0.69008,0.69011,2020-01-17 06:59:07.500,2020-01-17 07:02:07.500
trader C,CAD/JPY,Sold,Put,1.85,1000,209.2586,77.558,77.542,2020-04-07 06:50:28.990,2020-04-07 06:52:52.183
trader C,EUR/USD,Closed,Put,1.88,1000,-1000,1.10511,1.10541,2020-01-24 07:59:58.390,2020-01-24 08:10:00.000
trader C,EUR/USD,Closed,Call,1.88,2000,1760,1.1022,1.10232,2019-11-15 06:00:00.090,2019-11-15 06:05:00.000
trader C,USD/JPY,Closed,Call,1.88,1000,-1000,110.946,110.858,2020-03-24 12:29:58.550,2020-03-24 12:29:58.550
trader C,EUR/GBP,Sold,Call,1.85,1000,-612.618,0.90435,0.90418,2020-12-09 08:40:01.930,2020-12-09 08:42:34.157
trader C,GBP/JPY,Closed,Put,1.85,1000,-1000,133.588,133.619,2020-04-03 04:50:00.550,2020-04-03 04:55:00.550
trader C,GBP/JPY,Sold,Call,1.85,1000,-733.568,138.177,138.139,2020-11-16 07:23:00.320,2020-11-16 07:24:55.697
trader C,EUR/AUD,Closed,Call,1.88,1000,-1000,1.62699,1.62691,2019-10-17 10:45:00.470,2019-10-17 10:45:00.470
trader A,BITCOIN,Closed,Call,2.05,1620,-1620,36266.8,36253.3,2021-06-18 17:38:37.690,2021-06-18 17:41:37.690
trader C,USD/JPY,Closed,Put,2.3,20000,-20000,109.101,109.105,2021-03-09 00:54:34.660,2021-03-09 00:55:04.660
trader C,USD/CAD,Closed,Call,1.85,10500,8925,1.26233,1.26241,2021-03-02 15:59:54.350,2021-03-02 16:05:00.000
trader C,EUR/JPY,Closed,Call,1.9,1000,900,122.396,122.409,2020-07-17 15:06:02.170,2020-07-17 15:09:02.170
trader C,GBP/JPY,Closed,Call,1.9,4000,3600,134.156,134.187,2020-04-07 08:57:59.970,2020-04-07 08:58:59.970
trader C,USD/JPY,Closed,Call,1.9,4000,3600,107.409,107.422,2020-05-12 03:01:11.290,2020-05-12 03:04:11.290
trader C,EUR/USD,Closed,Put,1.9,1000,-1000,1.12648,1.127,2020-06-09 07:59:05.120,2020-06-09 08:02:05.120
trader C,GBP/JPY,Closed,Put,1.9,1000,900,149.763,149.762,2021-04-16 04:34:00.930,2021-04-16 04:35:00.930
trader C,USD/CHF,Closed,Call,1.85,1000,850,0.92063,0.92067,2021-04-13 23:10:11.630,2021-04-13 23:20:00.000
trader A,BITCOIN,Closed,Call,2.05,6181,6490.05,37787.7,37830.8,2021-06-18 11:24:16.050,2021-06-18 11:27:16.050
trader C,USD/JPY,Closed,Call,1.85,1000,850,108.839,108.881,2021-03-25 00:46:07.040,2021-03-25 01:00:00.000
trader C,USD/JPY,Closed,Put,1.85,1000,850,109.964,109.963,2021-03-30 03:06:06.140,2021-03-30 03:11:06.140
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.17503,1.17502,2021-04-05 06:55:00.410,2021-04-05 06:56:00.410
trader C,AUD/JPY,Sold,Call,1.85,1000,-694.626,68.489,68.451,2020-04-24 13:47:18.470,2020-04-24 13:49:09.923
trader C,USD/JPY,Closed,Put,1.85,16000,13600,108.497,108.457,2019-11-15 00:00:04.780,2019-11-15 00:05:04.780
trader C,USD/JPY,Closed,Call,1.85,10000,8500,107.337,107.353,2020-04-21 07:25:00.030,2020-04-21 07:30:00.000
trader C,EUR/GBP,Closed,Put,1.85,1000,850,0.89118,0.89098,2020-06-09 12:22:16.090,2020-06-09 12:25:00.000
trader C,USD/CHF,Closed,Put,1.85,6000,5100,0.97185,0.97184,2020-05-18 04:45:04.330,2020-05-18 04:50:00.000
trader C,GOLD,Closed,Put,1.85,1000,-1000,1841.47,1841.5,2021-01-19 23:11:51.170,2021-01-19 23:25:00.000
trader C,GBP/JPY,Closed,Put,1.9,1000,900,143.799,143.787,2021-02-01 11:57:02.140,2021-02-01 12:00:02.140
trader C,CHF/JPY,Closed,Put,1.85,1000,850,110.147,110.124,2020-04-27 06:46:02.580,2020-04-27 06:50:00.000
trader C,CHF/JPY,Sold,Call,1.85,1000,-701.397,110.192,110.171,2020-04-27 06:40:49.880,2020-04-27 06:41:54.663
trader C,USD/JPY,Closed,Put,1.9,1000,900,107.531,107.521,2020-05-12 01:31:02.400,2020-05-12 01:34:02.400
trader C,USD/JPY,Closed,Call,1.9,1000,900,108.05,108.08,2020-06-09 01:05:02.170,2020-06-09 01:08:02.170
trader C,EUR/USD,Closed,Call,1.85,1000,850,1.21585,1.21618,2021-02-25 01:07:11.620,2021-02-25 01:15:00.000
trader C,USD/JPY,Closed,Put,1.9,16000,-16000,107.805,107.811,2020-05-20 03:44:17.350,2020-05-20 03:47:17.350
trader C,USD/JPY,Closed,Call,1.95,1000,-1000,108.774,108.769,2021-03-23 00:00:56.970,2021-03-23 00:01:26.970
trader C,CHF/JPY,Closed,Put,1.85,5000,4250,112.636,112.561,2020-06-15 07:25:15.770,2020-06-15 07:30:00.000
trader C,GBP/JPY,Closed,Call,1.9,1000,900,136.876,136.937,2020-06-10 09:50:32.660,2020-06-10 09:53:32.660
trader C,GBP/JPY,Closed,Call,1.88,1000,-1000,133.65,133.625,2019-09-24 03:30:08.140,2019-09-24 03:35:00.000
trader C,EUR/JPY,Closed,Put,2,2000,2000,119.745,119.743,2019-09-13 19:19:00.230,2019-09-13 19:19:30.230
trader A,BITCOIN,Closed,Call,2.05,2000,-2000,34546.5,34424.8,2021-06-21 04:04:28.500,2021-06-21 04:07:28.500
trader C,AUD/NZD,Closed,Put,1.85,10500,8925,1.07321,1.07301,2021-03-03 12:20:25.150,2021-03-03 12:25:00.000
trader C,USD/JPY,Closed,Put,1.85,1200,1020,104.69,104.649,2020-12-02 09:40:02.080,2020-12-02 09:45:00.000
trader C,EUR/GBP,Closed,Call,1.85,1000,-1000,0.87193,0.8716,2020-04-27 15:58:30.860,2020-04-27 16:10:00.000
trader C,GBP/JPY,Closed,Put,1.95,1000,-1000,135.021,135.057,2019-09-17 15:17:08.300,2019-09-17 15:18:08.300
trader C,USD/JPY,Closed,Put,1.9,1000,900,107.468,107.454,2020-06-10 06:11:02.380,2020-06-10 06:14:02.380
trader C,USD/JPY,Closed,Put,2.3,10000,13000,108.504,108.493,2021-03-11 00:54:38.270,2021-03-11 00:55:08.270
trader C,USD/JPY,Closed,Call,1.9,1000,900,106.143,106.156,2020-05-07 04:04:03.120,2020-05-07 04:07:03.120
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.77346,0.77354,2021-04-16 04:13:33.020,2021-04-16 04:14:33.020
trader C,USD/JPY,Closed,Put,2.3,5000,6500,109.297,109.281,2021-04-09 00:54:39.160,2021-04-09 00:55:09.160
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,107.372,107.37,2020-05-12 03:15:06.250,2020-05-12 03:18:06.250
trader C,NZD/JPY,Closed,Call,1.88,1000,-1000,68.516,68.516,2019-09-16 16:51:51.540,2019-09-16 16:55:00.000
trader C,USD/JPY,Closed,Put,1.85,1000,850,107.326,107.314,2020-05-15 02:24:01.020,2020-05-15 02:29:01.020
trader C,CAD/JPY,Sold,Put,1.85,1000,-288.448,79.328,79.329,2020-11-23 04:30:26.830,2020-11-23 04:33:10.907
trader C,AUD/NZD,Closed,Call,1.88,20000,-20000,1.01924,1.01879,2020-03-23 10:00:00.160,2020-03-23 10:05:00.000
trader C,AUD/USD,Closed,Put,1.9,1000,900,0.64617,0.64603,2020-04-27 14:53:01.040,2020-04-27 14:54:01.040
trader C,CAD/JPY,Closed,Put,1.85,1000,850,80.347,80.342,2020-06-10 01:27:16.620,2020-06-10 01:30:00.000
trader A,BITCOIN,Closed,Call,2.05,3992,4191.6,32709.9,32910.8,2021-06-21 06:48:02.080,2021-06-21 06:51:02.080
trader C,GBP/JPY,Closed,Put,1.9,1000,900,136.487,136.486,2020-07-23 04:24:45.130,2020-07-23 04:25:45.130
trader C,USD/JPY,Closed,Call,1.9,8000,7200,107.717,107.722,2020-05-20 03:06:07.520,2020-05-20 03:09:07.520
trader C,AUD/NZD,Closed,Put,1.85,5010,4258.5,1.07242,1.07239,2020-05-25 10:18:19.130,2020-05-25 10:20:00.000
trader C,USD/JPY,Closed,Put,1.85,1000,850,106.333,106.312,2020-05-07 07:25:00.520,2020-05-07 07:25:00.520
trader C,EUR/JPY,Closed,Call,1.85,5000,-5000,116.168,116.13,2020-04-28 01:50:19.230,2020-04-28 01:55:00.000
trader C,USD/JPY,Closed,Call,1.85,1000,850,109.02,109.049,2021-03-19 00:30:07.000,2021-03-19 00:35:07.000
trader C,EUR/USD,Closed,Put,1.95,1000,950,1.09982,1.09971,2019-09-23 14:55:59.100,2019-09-23 14:56:59.100
trader C,USD/JPY,Closed,Put,1.95,1500,1425,107.546,107.507,2020-04-02 01:39:03.810,2020-04-02 01:40:03.810
trader C,CAD/JPY,Sold,Put,1.85,1000,-701.452,80.331,80.347,2020-06-10 01:46:21.270,2020-06-10 01:47:38.107
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.18844,1.18825,2020-11-20 05:57:04.640,2020-11-20 06:05:00.000
trader C,GBP/JPY,Closed,Call,1.9,1000,-1000,138.58,138.58,2020-08-25 00:53:00.850,2020-08-25 00:56:00.850
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.77362,0.77393,2021-03-22 23:00:07.530,2021-03-22 23:05:07.530
trader C,EUR/JPY,Closed,Call,1.85,1500,-1500,120.42,120.417,2019-11-01 10:09:59.880,2019-11-01 10:14:59.880
trader C,USD/CAD,Closed,Call,1.85,5000,4250,1.40384,1.40415,2020-05-13 08:45:00.820,2020-05-13 08:50:00.000
trader C,GBP/AUD,Closed,Call,1.85,1000,-1000,1.79519,1.79497,2020-12-09 07:30:02.700,2020-12-09 07:35:00.000
trader C,GBP/JPY,Closed,Put,1.88,1000,-1000,132.937,132.959,2019-09-11 12:24:25.390,2019-09-11 12:30:00.000
trader C,CAD/JPY,Sold,Put,1.85,5000,-2666.33,80.247,80.256,2020-06-09 16:40:00.560,2020-06-09 16:42:27.727
trader C,AUD/USD,Closed,Put,1.88,2000,1760,0.6834,0.6833,2019-10-18 06:34:59.980,2019-10-18 06:40:00.000
trader C,USD/JPY,Closed,Call,1.85,8000,6800,107.866,107.875,2020-05-20 01:12:15.970,2020-05-20 01:17:15.970
trader C,EUR/USD,Closed,Put,1.88,1000,-1000,1.11186,1.11195,2019-10-25 08:10:14.980,2019-10-25 08:15:00.000
trader C,EUR/JPY,Closed,Call,1.9,1000,900,123.55,123.616,2020-06-08 06:07:00.580,2020-06-08 06:10:00.580
trader C,EUR/JPY,Sold,Put,1.85,5000,-2040.64,115.544,115.55,2020-05-14 08:24:59.440,2020-05-14 08:28:41.857
trader C,GBP/JPY,Closed,Put,1.9,1000,-1000,139.564,139.573,2020-08-14 16:01:40.750,2020-08-14 16:04:40.750
trader C,EUR/USD,Closed,Put,1.9,1000,-1000,1.0828,1.08289,2020-04-27 17:31:15.230,2020-04-27 17:32:15.230
trader C,USD/JPY,Closed,Put,1.85,5000,4250,107.436,107.423,2020-05-19 00:15:00.370,2020-05-19 00:20:00.000
trader C,GBP/JPY,Closed,Put,1.95,1000,-1000,134.956,134.995,2019-09-17 14:33:59.040,2019-09-17 14:34:59.040
trader C,NZD/JPY,Closed,Put,1.88,1000,880,67.513,67.476,2019-09-23 14:45:01.020,2019-09-23 14:50:00.000
trader C,EUR/AUD,Closed,Call,1.85,1000,-1000,1.62379,1.62314,2020-11-23 15:57:24.530,2020-11-23 15:57:24.530
trader C,AUD/USD,Closed,Put,1.9,1000,900,0.64545,0.64542,2020-04-27 17:05:22.170,2020-04-27 17:06:22.170
trader C,USD/JPY,Closed,Put,1.9,8000,-8000,106.418,106.427,2020-05-08 07:36:00.210,2020-05-08 07:39:00.210
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.10266,1.10247,2020-05-28 02:18:49.500,2020-05-28 02:21:49.500
trader C,GBP/JPY,Closed,Put,1.95,1000,-1000,139.073,139.073,2020-11-26 14:19:44.160,2020-11-26 14:20:14.160
trader C,EUR/USD,Closed,Call,1.85,5000,4250,1.0838,1.08438,2020-04-27 07:20:05.660,2020-04-27 07:25:00.000
trader C,AUD/JPY,Closed,Put,1.85,5000,4250,69.213,69.171,2020-04-27 01:34:19.580,2020-04-27 01:40:00.000
trader C,EUR/GBP,Sold,Put,1.85,1000,714.0982,0.87152,0.87133,2021-04-26 06:10:14.720,2021-04-26 06:13:29.653
trader C,USD/CHF,Closed,Put,1.85,10000,-10000,0.97298,0.97322,2020-04-27 10:55:01.260,2020-04-27 11:00:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,107.431,107.418,2020-05-12 02:56:08.380,2020-05-12 02:59:08.380
trader C,EUR/USD,Closed,Call,1.9,2000,-2000,1.08587,1.08537,2020-04-20 05:39:01.260,2020-04-20 05:40:01.260
trader C,USD/JPY,Closed,Put,1.9,4000,3600,106.384,106.375,2020-05-08 03:09:10.050,2020-05-08 03:12:10.050
trader C,EUR/USD,Closed,Put,1.95,1000,950,1.11091,1.1109,2019-10-29 18:23:00.860,2019-10-29 18:24:00.860
trader C,EUR/JPY,Closed,Put,1.85,5000,4250,115.247,115.112,2020-05-06 07:00:01.250,2020-05-06 07:05:00.000
trader C,EUR/JPY,Closed,Call,1.85,1000,-1000,124.4,124.368,2020-11-25 07:21:01.960,2020-11-25 07:25:00.000
trader B,GBP/JPY,Closed,Put,1.85,37000,31450,154.482,154.413,2021-06-23 00:14:59.320,2021-06-23 00:19:59.320
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.17613,1.17599,2020-11-11 12:21:59.750,2020-11-11 12:30:00.000
trader C,GBP/JPY,Closed,Call,1.85,1500,-1500,139.602,139.538,2019-10-29 09:10:00.230,2019-10-29 09:15:00.230
trader C,USD/JPY,Closed,Put,1.9,1000,900,103.831,103.824,2020-11-23 07:23:35.290,2020-11-23 07:26:35.290
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,106.382,106.386,2020-05-08 03:06:01.810,2020-05-08 03:09:01.810
trader C,GBP/JPY,Closed,Call,1.85,5000,-5000,132.973,132.917,2020-04-22 10:35:10.730,2020-04-22 10:40:00.000
trader C,USD/JPY,Closed,Put,2.3,5000,6500,109.854,109.844,2021-03-30 00:54:38.830,2021-03-30 00:55:08.830
trader C,NZD/JPY,Closed,Put,1.9,1000,-1000,76.881,76.901,2021-04-13 05:40:00.290,2021-04-13 05:41:00.290
trader C,USD/JPY,Closed,Put,2.3,10000,13000,110.693,110.662,2021-03-31 00:54:41.710,2021-03-31 00:55:11.710
trader C,AUD/USD,Closed,Put,1.85,1500,-1500,0.68645,0.68661,2019-10-29 14:44:59.560,2019-10-29 14:49:59.560
trader C,GBP/USD,Closed,Call,1.88,5000,4400,1.2928,1.29512,2020-02-19 15:48:31.880,2020-02-19 16:00:00.000
trader C,USD/CHF,Closed,Call,1.85,5000,4250,0.91099,0.91103,2020-11-16 07:54:58.230,2020-11-16 08:00:00.000
trader C,CAD/JPY,Closed,Put,1.88,5000,4400,80.252,80.19,2019-10-04 12:20:01.790,2019-10-04 12:30:00.000
trader C,EUR/USD,Closed,Put,1.9,1000,-1000,1.21061,1.21075,2020-12-03 09:46:18.020,2020-12-03 09:47:18.020
trader C,AUD/USD,Closed,Put,1.88,20000,17600,0.65656,0.65649,2020-03-03 10:19:58.850,2020-03-03 10:25:00.000
trader C,USD/CAD,Closed,Put,1.85,1000,-1000,1.30792,1.30858,2020-11-23 15:02:40.400,2020-11-23 15:10:00.000
trader C,NZD/JPY,Closed,Put,1.85,1000,850,64.671,64.67,2020-05-05 02:25:07.950,2020-05-05 02:30:00.000
trader A,BITCOIN,Closed,Call,2.05,1937,-1937,35398.7,35300,2021-06-21 00:15:21.990,2021-06-21 00:18:21.990
trader C,USD/JPY,Closed,Put,1.95,5000,4750,110.818,110.806,2021-04-01 00:54:36.250,2021-04-01 00:55:06.250
trader C,EUR/GBP,Closed,Put,1.88,4000,-4000,0.89112,0.89189,2019-10-04 11:03:35.870,2019-10-04 11:10:00.000
trader C,USD/JPY,Closed,Put,1.9,4000,-4000,107.788,107.797,2020-05-20 03:35:09.700,2020-05-20 03:38:09.700
trader C,GBP/JPY,Closed,Put,1.9,5000,4500,137.71,137.684,2020-06-08 17:47:00.350,2020-06-08 17:50:00.350
trader C,AUD/JPY,Closed,Put,1.9,1000,900,68.478,68.445,2020-04-13 01:25:00.660,2020-04-13 01:28:00.660
trader C,USD/JPY,Closed,Call,1.85,2000,-2000,107.758,107.725,2020-05-20 03:00:01.580,2020-05-20 03:05:01.580
trader C,GBP/JPY,Closed,Call,1.85,1500,1275,140.039,140.145,2019-10-31 09:50:00.900,2019-10-31 09:55:00.900
trader C,GBP/JPY,Sold,Call,1.85,1000,-696.433,149.741,149.722,2021-04-26 08:43:11.700,2021-04-26 08:43:51.770
trader C,GBP/AUD,Closed,Put,1.85,1000,-1000,1.78921,1.78934,2021-03-22 19:31:09.050,2021-03-22 19:35:00.000
trader C,GBP/JPY,Closed,Put,1.9,1200,1080,149.762,149.753,2021-04-16 04:35:00.500,2021-04-16 04:36:00.500
trader C,NZD/JPY,Closed,Call,1.85,5000,-5000,64.304,64.276,2020-05-06 08:30:12.170,2020-05-06 08:35:00.000
